RegionName,City,State,Metro,CountyName,SizeRank,Month,MeidanRentalPrice
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-02,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-03,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-04,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-05,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-06,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-07,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-08,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-09,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-10,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-11,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2010-12,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-01,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-02,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-03,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-04,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-05,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-06,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-07,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-08,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-09,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-10,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-11,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2011-12,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-01,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-02,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-03,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-04,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-05,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-06,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-07,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-08,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-09,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-10,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-11,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2012-12,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-01,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-02,
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-03,2700
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-04,2700
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-05,2700
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-06,2600
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-07,2350
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-08,2530
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-09,2460
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-10,2600
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-11,2650
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2013-12,2775
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-01,2550
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-02,2425
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-03,2450
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-04,2450
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-05,2700
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-06,2345
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-07,2300
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-08,2400
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-09,2647.5
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-10,2625
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-11,2400
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2014-12,2400
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-01,2400
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-02,2490
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-03,2450
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-04,2300
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-05,2400
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-06,2600
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-07,2600
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-08,2372.5
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-09,2250
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-10,2297.5
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-11,2295
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2015-12,2225
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2016-01,2250
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2016-02,2300
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2016-03,2300
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2016-04,2347.5
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2016-05,2400
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2016-06,2500
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2016-07,2400
Adams Morgan,Washington,DC,Washington,District of Columbia,281,2016-08,2600
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-02,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-03,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-04,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-05,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-06,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-07,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-08,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-09,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-10,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-11,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2010-12,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-01,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-02,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-03,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-04,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-05,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-06,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-07,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-08,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-09,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-10,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-11,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2011-12,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-01,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-02,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-03,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-04,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-05,
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-06,2800
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-07,2500
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-08,2500
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-09,2700
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-10,2775
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-11,2650
Logan Circle,Washington,DC,Washington,District of Columbia,287,2012-12,2925
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-01,3247.5
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-02,3080
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-03,2950
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-04,2755.5
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-05,2950
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-06,3100
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-07,2950
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-08,2820
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-09,3000
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-10,2750
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-11,2910
Logan Circle,Washington,DC,Washington,District of Columbia,287,2013-12,2880
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-01,2905
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-02,2905
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-03,2795
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-04,2800
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-05,2950
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-06,3200
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-07,3045
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-08,3000
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-09,2900
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-10,2820
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-11,2775
Logan Circle,Washington,DC,Washington,District of Columbia,287,2014-12,2775
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-01,2775
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-02,2750
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-03,2850
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-04,2850
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-05,2850
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-06,2900
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-07,2900
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-08,2900
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-09,2900
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-10,2940
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-11,2900
Logan Circle,Washington,DC,Washington,District of Columbia,287,2015-12,2800
Logan Circle,Washington,DC,Washington,District of Columbia,287,2016-01,2900
Logan Circle,Washington,DC,Washington,District of Columbia,287,2016-02,2925
Logan Circle,Washington,DC,Washington,District of Columbia,287,2016-03,2800
Logan Circle,Washington,DC,Washington,District of Columbia,287,2016-04,2800
Logan Circle,Washington,DC,Washington,District of Columbia,287,2016-05,2725
Logan Circle,Washington,DC,Washington,District of Columbia,287,2016-06,2825
Logan Circle,Washington,DC,Washington,District of Columbia,287,2016-07,2940
Logan Circle,Washington,DC,Washington,District of Columbia,287,2016-08,2850
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-02,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-03,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-04,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-05,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-06,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-07,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-08,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-09,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-10,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-11,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2010-12,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-01,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-02,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-03,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-04,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-05,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-06,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-07,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-08,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-09,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-10,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-11,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2011-12,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-01,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-02,
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-03,2650
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-04,2200
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-05,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-06,2700
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-07,2300
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-08,2250
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-09,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-10,2300
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-11,2300
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2012-12,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-01,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-02,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-03,2592.5
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-04,2590
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-05,2650
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-06,2547.5
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-07,2600
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-08,2450
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-09,2375
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-10,2800
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-11,2970
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2013-12,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-01,2520
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-02,2600
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-03,2605
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-04,2600
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-05,2587.5
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-06,2375
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-07,2475
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-08,2597.5
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-09,2601
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-10,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-11,2450
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2014-12,2300
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-01,2250
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-02,2350
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-03,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-04,2450
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-05,2425
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-06,2387.5
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-07,2350
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-08,2325
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-09,2425
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-10,2395
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-11,2550
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2015-12,2550
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2016-01,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2016-02,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2016-03,2500
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2016-04,2550
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2016-05,2550
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2016-06,2400
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2016-07,2580
Dupont Circle,Washington,DC,Washington,District of Columbia,307,2016-08,2499.5
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-02,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-03,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-04,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-05,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-06,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-07,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-08,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-09,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-10,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-11,
Georgetown,Washington,DC,Washington,District of Columbia,321,2010-12,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-01,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-02,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-03,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-04,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-05,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-06,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-07,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-08,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-09,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-10,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-11,
Georgetown,Washington,DC,Washington,District of Columbia,321,2011-12,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-01,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-02,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-03,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-04,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-05,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-06,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-07,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-08,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-09,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-10,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-11,
Georgetown,Washington,DC,Washington,District of Columbia,321,2012-12,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-01,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-02,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-03,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-04,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-05,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-06,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-07,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-08,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-09,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-10,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-11,
Georgetown,Washington,DC,Washington,District of Columbia,321,2013-12,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-01,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-02,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-03,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-04,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-05,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-06,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-07,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-08,
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-09,3950
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-10,3850
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-11,3500
Georgetown,Washington,DC,Washington,District of Columbia,321,2014-12,3500
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-01,3250
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-02,3250
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-03,3550
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-04,3360
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-05,3420
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-06,3400
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-07,3800
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-08,3900
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-09,3595
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-10,3800
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-11,3800
Georgetown,Washington,DC,Washington,District of Columbia,321,2015-12,3600
Georgetown,Washington,DC,Washington,District of Columbia,321,2016-01,3700
Georgetown,Washington,DC,Washington,District of Columbia,321,2016-02,3700
Georgetown,Washington,DC,Washington,District of Columbia,321,2016-03,3950
Georgetown,Washington,DC,Washington,District of Columbia,321,2016-04,4125
Georgetown,Washington,DC,Washington,District of Columbia,321,2016-05,3900
Georgetown,Washington,DC,Washington,District of Columbia,321,2016-06,4500
Georgetown,Washington,DC,Washington,District of Columbia,321,2016-07,3972.5
Georgetown,Washington,DC,Washington,District of Columbia,321,2016-08,4500
Shaw,Washington,DC,Washington,District of Columbia,350,2010-02,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-03,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-04,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-05,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-06,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-07,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-08,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-09,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-10,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-11,
Shaw,Washington,DC,Washington,District of Columbia,350,2010-12,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-01,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-02,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-03,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-04,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-05,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-06,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-07,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-08,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-09,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-10,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-11,
Shaw,Washington,DC,Washington,District of Columbia,350,2011-12,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-01,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-02,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-03,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-04,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-05,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-06,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-07,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-08,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-09,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-10,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-11,
Shaw,Washington,DC,Washington,District of Columbia,350,2012-12,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-01,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-02,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-03,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-04,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-05,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-06,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-07,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-08,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-09,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-10,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-11,
Shaw,Washington,DC,Washington,District of Columbia,350,2013-12,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-01,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-02,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-03,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-04,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-05,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-06,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-07,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-08,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-09,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-10,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-11,
Shaw,Washington,DC,Washington,District of Columbia,350,2014-12,
Shaw,Washington,DC,Washington,District of Columbia,350,2015-01,
Shaw,Washington,DC,Washington,District of Columbia,350,2015-02,3000
Shaw,Washington,DC,Washington,District of Columbia,350,2015-03,2895
Shaw,Washington,DC,Washington,District of Columbia,350,2015-04,2900
Shaw,Washington,DC,Washington,District of Columbia,350,2015-05,2815
Shaw,Washington,DC,Washington,District of Columbia,350,2015-06,2850
Shaw,Washington,DC,Washington,District of Columbia,350,2015-07,3125
Shaw,Washington,DC,Washington,District of Columbia,350,2015-08,2895
Shaw,Washington,DC,Washington,District of Columbia,350,2015-09,2850
Shaw,Washington,DC,Washington,District of Columbia,350,2015-10,2600
Shaw,Washington,DC,Washington,District of Columbia,350,2015-11,2850
Shaw,Washington,DC,Washington,District of Columbia,350,2015-12,2940
Shaw,Washington,DC,Washington,District of Columbia,350,2016-01,2957.5
Shaw,Washington,DC,Washington,District of Columbia,350,2016-02,2900
Shaw,Washington,DC,Washington,District of Columbia,350,2016-03,3150
Shaw,Washington,DC,Washington,District of Columbia,350,2016-04,3000
Shaw,Washington,DC,Washington,District of Columbia,350,2016-05,3000
Shaw,Washington,DC,Washington,District of Columbia,350,2016-06,3000
Shaw,Washington,DC,Washington,District of Columbia,350,2016-07,2875
Shaw,Washington,DC,Washington,District of Columbia,350,2016-08,2850
