X,Y,OBJECTID,GIS_ID,NAME,WEB_URL,EXIT_TO_ST,FEATURECOD,DESCRIPTIO,CAPTUREYEA,LINE,ADDRESS_ID,ADDRESS
-77.169102329395272,38.766707753742729,1,mstn_055,FRANCONIA-SPRINGF'LD,http://www.wmata.com/rail/station_detail.cfm?station_id=95,SOUTH SIDE OF FRANCONIA-SPRINGFIELD PKWY,,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,,"6880 FRONTIER DRIVE, SPRINGFIELD, VA  22150"
-77.103300537503898,38.883025146973672,2,mstn_084,VIRGINIA SQUARE | GMU ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=98,SOUTH SIDE OF N FAIRFAX DR BETWEEN N NELSON ST AND N MONROE ST ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"3600 FAIRFAX DRIVE, ARLINGTON, VA 22201"
-77.103602326510909,39.028907810500009,3,mstn_060,GROSVENOR-STRATHMORE,http://www.wmata.com/rail/station_detail.cfm?station_id=14,SE OF TUCKERMAN LN AND ROCKVILLE PIKE ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"10300 ROCKVILLE PIKE, ROCKVILLE, MD 20852"
-77.104502327488802,39.028807808813788,4,mstn_060,GROSVENOR-STRATHMORE,http://www.wmata.com/rail/station_detail.cfm?station_id=14,SW OF TUCKERMAN LN AND ROCKVILLE PIKE ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"10300 ROCKVILLE PIKE, ROCKVILLE, MD 20852"
-77.0433192930102,38.908682886128517,5,mstn_010,DUPONT CIRCLE,http://www.wmata.com/rail/station_detail.cfm?station_id=6,SE CORNER OF 19TH STREET NW AND DUPONT CIRCLE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294836,"1351 19TH ST NW, WASHINGTON, DC 20036"
-77.112101905543724,38.882061724854239,6,mstn_046,BALLSTON ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=99,SW CORNER OF N FAIRFAX DR AND N STUART ST ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"4230 FAIRFAX DRIVE, ARLINGTON, VA 22201"
-77.095202314876474,38.887107781005206,7,mstn_047,CLARENDON,http://www.wmata.com/rail/station_detail.cfm?station_id=97,WEST SIDE OF N HIGHLAND ST BETWEEN WILSON BLVD AND CLARENDON BLVD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"3100 WILSON BOULEVARD, ARLINGTON, VA 22201"
-77.095707569686382,38.886737931355576,8,mstn_047,CLARENDON ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=97,WEST SIDE OF N HIGHLAND ST BETWEEN WILSON BLVD AND CLARENDON BLVD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"3100 WILSON BOULEVARD, ARLINGTON, VA 22201"
-76.937536947591923,38.89056830918674,9,mstn_002,BENNING ROAD ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=90,NE CORNER OF BENNING ROAD NE AND CENTRAL AVENUE NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"blue, silver",294851,"4500 BENNING ROAD NE, WASHINGTON, DC 20019"
-77.086102307233801,38.890507783977242,10,mstn_049,COURT HOUSE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=96,SE CORNER OF CLARENDON BLVD AND 15TH ST N,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"2100 WILSON BOULEVARD, ARLINGTON, VA 22201"
-77.084902308632522,38.890607781582112,11,mstn_049,COURT HOUSE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=96,SE CORNER OF 15TH ST N AND N UHLE ST,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"2100 WILSON BOULEVARD, ARLINGTON, VA 22201"
-77.085302308354045,38.890307780237798,12,mstn_049,COURT HOUSE,http://www.wmata.com/rail/station_detail.cfm?station_id=96,NORTHEN SIDE OF ARLINGTON COUNTY DMV SELECT BUILDING ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"2100 WILSON BOULEVARD, ARLINGTON, VA 22201"
-77.085002310314209,38.891307782613296,13,mstn_049,COURT HOUSE,http://www.wmata.com/rail/station_detail.cfm?station_id=96,SW OF N UHLE ST AND CLARENDON BLVD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"2100 WILSON BOULEVARD, ARLINGTON, VA 22201"
-77.228402353100691,38.882807776685574,14,mstn_051,DUNN LORING,http://www.wmata.com/rail/station_detail.cfm?station_id=102,BY GALLOWS ROAD AND I 66 HWY ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"2700 GALLOWS ROAD, VIENNA, VA 22180"
-77.271544194217284,38.878308450246962,15,mstn_083,VIENNA | FAIRFAX-GMU,http://www.wmata.com/rail/station_detail.cfm?station_id=103,WEST SIDE OF VADEN DR BETWEEN I - 66 W AND I - 66 E,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"9550 SAINTSBURY DRIVE, FAIRFAX, VA 22031"
-77.271288340244439,38.877385694897356,16,mstn_083,VIENNA | FAIRFAX-GMU,http://www.wmata.com/rail/station_detail.cfm?station_id=103,WEST SIDE OF VADEN DR BETWEEN I - 66 W AND I - 66 E,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"9550 SAINTSBURY DRIVE, FAIRFAX, VA 22031"
-77.168709528542607,38.766072964293343,17,mstn_055,FRANCONIA-SPRINGF'LD,http://www.wmata.com/rail/station_detail.cfm?station_id=95,SOUTH SIDE OF FRANCONIA-SPRINGFIELD PKWY,,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,,"6880 FRONTIER DRIVE, SPRINGFIELD, VA  22150"
-76.99434604370191,38.933511317795755,18,mstn_003,BROOKLAND | CUA,http://www.wmata.com/rail/station_detail.cfm?station_id=27,9TH STREET NE BETWEEN BUNKER HILL RD NE AND MONROE ST NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294853,"801 MICHIGAN AVENUE NE, WASHINGTON, DC 20017"
-76.912902256231845,38.889407790154124,19,mstn_043,CAPITOL HEIGHTS ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=91,NORTH SIDE OF DAVEY ST BETWEEN SOUTHERN AVE AND EAST CAPITOL ST ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"silver, blue",,"133 CENTRAL AVENUE, CAPITOL HEIGHTS, MD 20743"
-76.895802252001914,38.886707789285211,20,mstn_044,ADDISON ROAD | SEAT PLEASANT,http://www.wmata.com/rail/station_detail.cfm?station_id=92,SW CORNER OF CENTRAL AVENUE AND ADDISON RD S ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"silver, blue",,"100 ADDISON ROAD S, CAPITOL HEIGHTS, MD 20743"
-76.995044660524897,38.933834318598727,21,mstn_003,BROOKLAND | CUA,http://www.wmata.com/rail/station_detail.cfm?station_id=27,NE CORNER OF JOHN MCCORMICK ROAD NE AND MICHIGAN AVENUE NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294853,"801 MICHIGAN AVENUE NE, WASHINGTON, DC 20017"
-77.00249101483854,38.952653872494786,22,mstn_017,FORT TOTTEN,http://www.wmata.com/rail/station_detail.cfm?station_id=28,NORTH SIDE OF GALLOWAY STREET NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"red, green, yellow",294852,"550 GALLOWAY STREET NE, WASHINGTON, DC 20011"
-76.995070066083215,38.862298360324679,23,mstn_001,ANACOSTIA,http://www.wmata.com/rail/station_detail.cfm?station_id=85,INTERSECTION OF HOWARD ROAD SE AND SHANNON PLACE SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294867,"1101 HOWARD ROAD SE, WASHINGTON, DC 20020"
-76.995466453422495,38.862169452951747,24,mstn_001,ANACOSTIA,http://www.wmata.com/rail/station_detail.cfm?station_id=85,INTERSECTION OF HOWARD ROAD SE AND SHANNON PLACE SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294867,"1101 HOWARD ROAD SE, WASHINGTON, DC 20020"
-76.98777759963761,38.845397673862038,25,mstn_008,CONGRESS HEIGHTS,http://www.wmata.com/rail/station_detail.cfm?station_id=86,NORTH SIDE OF ALABAMA AVENUE SE AT 13TH STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294865,"1290 ALABAMA AVENUE SE, WASHINGTON, DC 20020"
-76.987620431353477,38.844654667790941,26,mstn_008,CONGRESS HEIGHTS,http://www.wmata.com/rail/station_detail.cfm?station_id=86,SOUTH SIDE OF ALABAMA AVENUE SE AT 13TH STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294865,"1290 ALABAMA AVENUE SE, WASHINGTON, DC 20020"
-76.975691483732263,38.84044612709625,27,mstn_077,SOUTHERN AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=107,SW CORNER OF SOUTHERN AVE SE AND VALLEY TERRACE SE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"1411 SOUTHERN AVENUE, TEMPLE HILLS, MD 20748"
-76.975802768045611,38.840599906470537,28,mstn_077,SOUTHERN AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=107,SW CORNER OF SOUTHERN AVE SE AND VALLEY TERRACE SE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"1411 SOUTHERN AVENUE, TEMPLE HILLS, MD 20748"
-76.956802266227299,38.851007778812928,29,mstn_068,NAYLOR ROAD,http://www.wmata.com/rail/station_detail.cfm?station_id=87,EAST SIDE OF NAYLOR RD BETWEEN SUITLAND PKY AND BRANCH AVE MD-5 N ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"3101 BRANCH AVENUE, TEMPLE HILLS, MD 20748"
-76.937449257309268,38.89040523258587,30,mstn_002,BENNING ROAD,http://www.wmata.com/rail/station_detail.cfm?station_id=90,NE CORNER OF BENNING ROAD NE AND CENTRAL AVENUE NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"blue, silver",294851,"4500 BENNING ROAD NE, WASHINGTON, DC 20019"
-76.913302255911603,38.88920778636421,31,mstn_043,CAPITOL HEIGHTS,http://www.wmata.com/rail/station_detail.cfm?station_id=91,NORTH SIDE OF DAVEY ST BETWEEN SOUTHERN AVE AND EAST CAPITOL ST ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"silver, blue",,"133 CENTRAL AVENUE, CAPITOL HEIGHTS, MD 20743"
-77.233005543835418,38.921114649692917,32,mstn_059,GREENSBORO,http://www.wmata.com/rail/station_detail.cfm?station_id=113,NORTH SIDE OF VA-7 W AND LEESBURG PIKE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"8304 LEESBURG PIKE, VIENNA VA 22182"
-77.233132141859286,38.920958785744837,33,mstn_059,GREENSBORO ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=113,NORTH SIDE OF VA-7 W AND LEESBURG PIKE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"8304 LEESBURG PIKE, VIENNA VA 22182"
-77.188883447074559,38.900326402051327,34,mstn_085,W FALLS CHURVH | VT | UVA,http://www.wmata.com/rail/station_detail.cfm?station_id=101,WEST SIDE OF DULLES TOLL RD BETWEEN I - 66 W AND I -66 E ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"7040 HAYCOCK ROAD, FALLS CHURCH, VA 22043"
-77.189002345615876,38.901107778917194,35,mstn_085,W FALLS CHURVH | VT | UVA,http://www.wmata.com/rail/station_detail.cfm?station_id=101,WEST SIDE OF DULLES TOLL RD BETWEEN I - 66 W AND I -66 E ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"7040 HAYCOCK ROAD, FALLS CHURCH, VA 22043"
-76.916524598319683,38.916262141620514,36,mstn_044,CHEVERLY ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=66,SW CORNER OF JOHN HANSON HWY AND COLUMBIA PARK RD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"5501 COLUMBIA PARK ROAD, CHEVERLY, MD 20785"
-76.946927004766025,38.89861487614067,37,mstn_025,MINNESOTA AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=64,NW SIDE OF MINNESOTA AVENUE NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294856,"4000 MINNESOTA AVENUE NE, WASHINGTON, DC 20019"
-76.946828575133424,38.89957697863192,38,mstn_025,MINNESOTA AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=64,SW SIDE OF KENILWORTH AVENUE NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294856,"4000 MINNESOTA AVENUE NE, WASHINGTON, DC 20019"
-77.054579583509877,38.869163275203256,39,mstn_070,PENTAGON,http://www.wmata.com/rail/station_detail.cfm?station_id=43,NW CORNER OF N ROTARY RD AND S EADS ST,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"blue, yellow",,"2 SOUTH ROTARY ROAD, ARLINGTON, VA 22202"
-77.053654824587227,38.869864510212231,40,mstn_070,PENTAGON,http://www.wmata.com/rail/station_detail.cfm?station_id=43,NW CORNER OF N ROTARY RD AND S EADS ST,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"blue, yellow",,"2 SOUTH ROTARY ROAD, ARLINGTON, VA 22202"
-77.070902300311403,38.800607764451442,41,mstn_053,EISENHOWER AVENUE,http://www.wmata.com/rail/station_detail.cfm?station_id=49,SOUTH SIDE OF EISENHOWER AVE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,,"2400 EISENHOWER AVENUE, ALEXANDRIA, VA 22314"
-77.075502296996234,38.792707762739177,42,mstn_061,HUNTINGTON,http://www.wmata.com/rail/station_detail.cfm?station_id=50,THE CLOSEST EXIT TO N KINGS HWY,,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,,"5803 NORTH KINGS HIGHWAY, ALEXANDRIA, VA 22303"
-77.061202297205753,38.806307765463075,43,mstn_062,KING STREET,http://www.wmata.com/rail/station_detail.cfm?station_id=48,NE CORNER OF CALLAHAN DR AND KING ST ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"blue, yellow",,"1900 KING STREET, ALEXANDRIA, VA 22301"
-77.032807346806521,38.928564871737706,44,mstn_007,COLUMBIA HEIGHTS ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=75,SW CORNER OF IRVING STREET NW AND 14TH STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"green,yellow",294815,"3030 14TH STREET NW, WASHINGTON, DC 20009"
-76.916709516485,38.91616118763838,45,mstn_044,CHEVERLY,http://www.wmata.com/rail/station_detail.cfm?station_id=66,SW CORNER OF JOHN HANSON HWY AND COLUMBIA PARK RD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"5501 COLUMBIA PARK ROAD, CHEVERLY, MD 20785"
-76.928744852905396,38.978364583259058,46,mstn_048,COLLEGE PARK ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=79,NORTH SIDE OF CALVERT RD BETWEEN COLUMBIA AVE AND PAINT BRANCH PKY,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"4931 CALVERT ROAD, COLLEGE PARK, MD 20740"
-76.928021192850352,38.978140542958933,47,mstn_048,COLLEGE PARK ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=79,WEST SIDE OF RIVER RD BETWEEN COLUMBIA AVE AND PAINT BRANCH PKY,,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,,"4931 CALVERT ROAD, COLLEGE PARK, MD 20740"
-76.868407343825268,38.893558510828719,48,mstn_090,MORGAN BOULEVARD,http://www.wmata.com/rail/station_detail.cfm?station_id=110,WEST SIDE OF GARRET A MORGAN BLVD,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"blue, silver",,"300 GARRETT MORGAN BOULEVARD, LANDOVER, MD 20785"
-76.987815722156455,38.845124267049535,49,mstn_008,CONGRESS HEIGHTS ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=86,NORTH SIDE OF ALABAMA AVENUE SE AT 13TH STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294865,"1290 ALABAMA AVENUE SE, WASHINGTON, DC 20020"
-76.934838707893363,38.908198191250833,50,mstn_009,DEANWOOD ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=65,SOUTH SIDE OF POLK STREET NE AT OLIVE STREET NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294858,"4720 MINNESOTA AVENUE NE, WASHINGTON, DC 20019"
-77.016037365923523,38.884921979466661,51,mstn_014,FEDERAL CENTER SW ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=58,D STREET SW BETWEEN 3RD STREET SW AND 4TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"blue, orange, silver",294808,"401 3RD STREET SW, WASHINGTON, DC 20024"
-77.044332191131659,39.015827588974012,52,mstn_054,FOREST GLEN,http://www.wmata.com/rail/station_detail.cfm?station_id=32,SW CORNER OF FOREST GLEN RD AND GEORGIA AVE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"9730 GEORGIA AVENUE, FOREST GLEN, MD 20910"
-77.053184010891059,39.062319629980372,53,mstn_057,GLENMONT,http://www.wmata.com/rail/station_detail.cfm?station_id=34,EAST SIDE OF GEORGIA AVE ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"12501 GEORGIA AVENUE, SILVER SPRING, MD 20906"
-77.053365577987293,39.062283796615716,54,mstn_057,GLENMONT ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=34,EAST SIDE OF GEORGIA AVE ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"12501 GEORGIA AVENUE, SILVER SPRING, MD 20906"
-76.946697588976093,38.898814158316398,55,mstn_025,MINNESOTA AVE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=64,NW SIDE OF MINNESOTA AVENUE NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,294856,"4000 MINNESOTA AVENUE NE, WASHINGTON, DC 20019"
-77.004719783532224,38.876625167942755,56,mstn_028,NAVY YARD-BALLPARK ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=84,NW CORNER OF NEW JERSEY AVENUE SE AND M STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294869,"1155 NEW JERSEY AVENUE SE, WASHINGTON, DC 20003"
-77.021632340624521,38.914229603283417,57,mstn_032,SHAW | HOWARD UNIV ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=72,NE CORNER OF S STREET NW AND 7TH STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"green,yellow",294838,"1801 7TH ST NW, WASHINGTON, DC 20001"
-77.02892220261721,38.916785183480442,58,mstn_005,U ST | AFRICAN AMER CIVIL WAR MEM | CARDOZO ELEV,http://www.wmata.com/rail/station_detail.cfm?station_id=73,U STREET NW BETWEEN 12TH ST NW AND 13TH STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"green,yellow",294840,"1240 U STREET NW, WASHINGTON, DC 20009"
-77.129687064619674,38.79971558106265,59,mstn_082,VAN DORN ST,http://www.wmata.com/rail/station_detail.cfm?station_id=94,NW CORNER OF EISENHOWER AVE ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,blue,,"5690 EISENHOWER AVENUE, ALEXANDRIA, VA 22304"
-77.103283462388191,38.882837937823965,60,mstn_084,VIRGINIA SQUARE | GMU,http://www.wmata.com/rail/station_detail.cfm?station_id=98,SOUTHWEST CORNER OF N FAIRFAX DR AND N MONROE ST ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,"orange, silver",,"3600 FAIRFAX DRIVE, ARLINGTON, VA 22201"
-77.017359289077589,38.876641474551555,61,mstn_039,WATERFRONT ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=83,NE CORNER OF M STREET SW AND 4TH STREET SW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,green,294877,"399 M STREET SW, WASHINGTON, DC 20024"
-76.87180224437796,38.94790780292081,62,mstn_069,NEW CARROLLTON,http://www.wmata.com/rail/station_detail.cfm?station_id=68,WEST SIDE OF GARDEN CITY DR ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,orange,,"4700 GARDEN CITY DRIVE, NEW CARROLLTON, MD 20784"
-77.024108149118007,38.9370307380157,63,mstn_020,GEORGIA AVE | PETWORTH,http://www.wmata.com/rail/station_detail.cfm?station_id=76,NE CORNER OF GEORGIA AVENUE NW AND NEW HAMPSHIRE AVE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"green,yellow",294832,"3700 GEORGIA AVENUE NW, WASHINGTON, DC 20010"
-77.024607152449292,38.936780015816765,64,mstn_020,GEORGIA AVE | PETWORTH ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=76,WEST SIDE OF GEORGIA AVENUE NW BETWEEN QUINCY STREET NW AND NEW HAMPSHIRE AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"green,yellow",294832,"3700 GEORGIA AVENUE NW, WASHINGTON, DC 20010"
-77.02471477373291,38.937128794450501,65,mstn_020,GEORGIA AVE | PETWORTH,http://www.wmata.com/rail/station_detail.cfm?station_id=76,WEST SIDE OF GEORGIA AVENUE NW BETWEEN QUINCY STREET NW AND NEW HAMPSHIRE AVENUE NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"green,yellow",294832,"3700 GEORGIA AVENUE NW, WASHINGTON, DC 20010"
-76.994446090670266,38.933760241749532,66,mstn_003,BROOKLAND | CUA ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=27,NW CORNER OF BUS BAY AND BUNKER HILL RD NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294853,"801 MICHIGAN AVENUE NE, WASHINGTON, DC 20017"
-77.222568575752774,38.920662146846269,67,mstn_081,TYSONS CORNER ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=112,NW CORNER OF TYSONS BLVD AND CHAIN BRIDGE RD ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"1943 CHAIN BRIDGE ROAD, MCLEAN, VA 22102"
-77.003828526913537,38.90571764135273,68,mstn_029,NOMA | GALLAUDET U | NEW YORK AVE,http://www.wmata.com/rail/station_detail.cfm?station_id=108,NORTH SIDE OF M STREET NE AT INTERSECTION WITH DELAWARE AVENUE NE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294857,"201 M STREET NE, WASHINGTON, DC  20002"
-77.053613705531802,39.061964669991085,69,mstn_057,GLENMONT ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=34,WEST SIDE OF GEORGIA AVE ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,,"12502 GEORGIA AVENUE, SILVER SPRING, MD 20906"
-77.017452500690837,38.896829713881566,70,mstn_021,JUDICIARY SQUARE NE ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=23,SOUTH SIDE OF F STREET NW BETWEEN 4TH STREET NW AND 5TH STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294829,"450 F STREET NW, WASHINGTON, DC 20001"
-77.017656541061456,38.896653702540377,71,mstn_021,JUDICIARY SQUARE SW ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=23,SOUTH SIDE OF F STREET NW BETWEEN 4TH STREET NW AND 5TH STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,red,294829,"450 F STREET NW, WASHINGTON, DC 20001"
-77.07520229930941,38.794807761868981,72,mstn_061,HUNTINGTON,http://www.wmata.com/rail/station_detail.cfm?station_id=50,THE CLOSEST EXIT TO HUNTINGTON AVE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,yellow,,"2701 HUNTINGTON AVENUE, ALEXANDRIA, VA 22303"
-76.995815295987583,38.884252866505847,73,mstn_011,EASTERN MARKET,http://www.wmata.com/rail/station_detail.cfm?station_id=60,SOUTH SIDE OF PENNSYLVANIA AVENUE SE BETWEEN 7TH STREET SE AND 8TH STREET SE,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"blue, orange, silver",294870,"725 PENNSYLVANIA AVENUE SE, WASHINGTON, DC 20003"
-77.222012269452861,38.91978255629774,74,mstn_081,TYSONS CORNER ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=112,SW CORNER OF TYSONS BLVD AND CHAIN BRIDGE RD ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"1923 CHAIN BRIDGE ROAD, MCLEAN, VA 22102"
-77.241007416886958,38.929157984374307,75,mstn_078,SPRING HILL ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=114,WESTBOUND LEESBURG PIKE,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"1575 SPRING HILL ROAD, VIENNA, VA 22182"
-77.340160737178437,38.947000699774605,76,mstn_089,WIEHLE | RESTON EAST ELEVATOR,http://www.wmata.com/rail/station_detail.cfm?station_id=115,WEST SIDE OF WIEHIE AVE ,,Metro Station Entrance,2016-01-08T00:00:00.000Z,silver,,"1864 WIEHLE AVENUE, RESTON, VA 20191"
-77.026671892114635,38.898434767506778,77,mstn_024,METRO CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=1,NE CORNER OF G STREET NW AND 11TH STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"red, blue, orange, silver",294812,"665 11TH STREET NW, WASHINGTON, DC 20005"
-77.029407503991337,38.898440197126398,78,mstn_024,METRO CENTER,http://www.wmata.com/rail/station_detail.cfm?station_id=1,NE CORNER OF G STREET NW AND 13TH STREET NW,1370,Metro Station Entrance,2016-01-08T00:00:00.000Z,"red, blue, orange, silver",294812,"607 13TH STREET NW, WASHINGTON, DC 20005"
